weather_id,timestamp,weather_type,temperature_c,visibility_km
31455,2023-09-01 06:55:59,rain,21.7,5.5
33868,2023-09-01 10:19:33,clear,20.0,9.8
13910,2023-03-10,CLR,13.8,7.4
27389,2023-02-11,Sunny,11.9,5.6
22793,24/02/23,Clear,-7.7,6.3
34502,04-17-2023 22:58,clear,28.1,7.8
52768,26/07/23,CLEAR,27.5,5.4
20128,30/06/23,rain ,34.2,3.5
20735,2023-01-28,,4.1,9.4
3655,16/12/23 07:35,foggy,2.0,1.0
12390,2023-06-21,foggy,35.8,1.0
42437,12/05/23,fog,32.6,1.1
10654,03-23-2023 16:07,RAIN,18.2,4.5
59323,12-30-2023 06:54,Foggy,7.5,0.07
54869,08/09/23,clr,22.6,9.9
2378,2023-08-21 05:19:37,Foggy,31.6,1.9
1816,10/08/23 09:47,clear,35.1,7.9
12696,2023-06-09,foggy,34.0,3.2
8793,2023-03-15 15:12:52,CLEAR,23.4,7.0
1301,2023-10-12,rain,11.2,
45673,01-15-2023 11:50,clear,9.2,6.6
19608,2023-05-11 05:11:40,FOG,33.4,2.3
3395,02/09/23 18:19,CLEAR,13.4,7.2
19792,2023-10-26,RAIN,2.3,5.1
40710,2023-03-07,clr,22.8,9.9
49973,2023-02-13,Sunny,15.2,
28956,2023-07-21,CLEAR,32.7,7.0
21037,01/10/23,rain,14.6,4.5
57080,03-04-2023 20:04,sunny,23.0,
41969,21/06/23 19:41,CLEAR,31.1,9.0
30459,2023-09-27 17:22:22,CLEAR,19.8,9.2
33452,2023-03-09,clear,22.4,7.5
15845,2023-08-25,FOGGY,33.3,2.3
13744,2023-12-29 09:39:19,Sunny,7.2,5.5
51765,2023-12-14,FOG,11.8,0.07
15845,2023-02-11 18:43:25,CLR,3.5,5.3
20123,11/06/23,clear,36.6,7.3
6217,08/11/23,CLEAR,4.4,9.2
17149,17/07/23 13:07,RAINY,27.8,2.2
46977,2023-05-31 19:38:18,Clear,36.0,6.2
4236,03-28-2023 14:11,CLR,24.2,5.3
45419,20/10/23 10:36,CLR,7.7,6.8
49096,2023-12-18 17:25:19,Clear,8.4,6.0
29071,02/09/23,Sunny,22.4,7.9
32765,2023-08-08 23:47:47,clr,32.0,8.4
56781,2023-11-27,clear,12.6,10.0
11741,2023-12-25 01:33:26,foggy,-0.5,3.1
30490,2023-05-30 11:24:07,raining,29.1,6.1
13610,2023-10-05,Clear,19.0,5.4
59665,05-17-2023 02:45,foggy,35.7,2.3
39121,10-13-2023 08:46,RAIN,8.4,5.4
4934,08/06/23 23:23,CLR,38.3,5.4
32494,02-02-2023 16:41,Raining,13.9,4.7
10084,2023-09-13 11:39:46,Clear,25.9,5.1
30453,2023-04-28 09:28:46,Raining,32.2,3.9
59165,05/02/23 14:57,Foggy,13.4,1.2
8501,2023-03-26 20:51:29,sunny,18.0,9.6
4868,02/12/23,clear,10.2,9.7
4632,06-26-2023 12:45,rain ,34.6,3.2
49773,2023-05-24 03:40:33,CLR,29.1,8.7
54423,2023-03-21,Clear,22.5,5.4
13621,2023-04-25 04:24:35,rain,19.0,4.0
44547,18/11/23 23:48,clear,9.8,8.5
11893,06-17-2023 00:16,Sunny,38.6,5.9
58103,2023-12-30,Clear,11.5,5.8
13636,2023-10-18,CLR,7.7,6.1
24029,2023-05-05,Clear,33.5,6.8
4839,2023-10-27,raining,15.3,5.0
41833,04-20-2023 19:55,clear,29.7,6.3
14251,2023-01-12 11:05:47,CLEAR,0.7,8.2
32462,2023-10-01 02:59:26,raining,9.8,6.1
42542,17/04/23 18:23,CLEAR,31.1,9.7
6203,11/11/23,Raining,3.6,3.8
47321,02-02-2023 22:36,clr,11.7,9.4
17629,16/12/23 22:33,CLR,-6.8,8.3
47680,03-06-2023 00:41,clear,23.1,5.9
23004,25/04/23 05:12,RAINY,24.8,2.7
6247,04-30-2023 13:18,CLR,28.4,8.4
42574,03/09/23 23:53,Clear,9.0,8.8
39196,2023-08-26 06:49:10,Foggy,33.7,1.3
23977,2023-03-26,CLEAR,20.3,5.8
18376,18/05/23 06:36,Fog ,33.5,0.05
11107,05-08-2023 08:57,Sunny,33.0,7.7
41518,2023-06-19,CLR,36.2,8.8
9288,2023-12-09 08:47:00,CLEAR,11.0,8.6
16110,30/06/23,clr,33.5,8.3
42936,11-20-2023 13:11,clr,1.2,5.6
57492,09-27-2023 17:18,sunny,28.8,6.6
45186,2023-12-18 08:33:17,clear,-2.1,5.1
47467,12/01/23 20:49,clr,-0.4,9.2
52611,12/10/23,Sunny,17.3,7.6
15543,03-19-2023 08:20,RAINY,21.9,6.2
28522,09-19-2023 14:13,CLR,15.5,7.1
7598,2023-01-04,clr,9.8,
40161,08-23-2023 00:15,clr,30.5,5.8
41852,2023-04-19 05:57:29,raining,30.3,5.1
34789,2023-03-26 10:42:25,Clear,22.2,5.9
8861,2023-05-04 06:56:03,Sunny,31.3,8.2
55421,2023-02-08,rain ,12.9,3.7
12867,08/05/23 02:53,foggy,42.7,2.4
33200,2023-07-07,clear,36.6,9.3
49284,06-09-2023 17:30,,37.3,9.1
36859,2023-01-10,clear,10.9,6.0
43558,09-30-2023 04:08,foggy,29.1,2.1
21920,2023-11-17,Sunny,9.3,7.8
23443,07/09/23 17:00,rain,26.1,1.7
33366,10-24-2023 02:48,Clear,15.9,8.1
36361,23/08/23 02:56,Fog ,27.0,1.3
38277,2023-08-05 12:39:51,Clear,31.0,9.2
57866,23/01/23,Fog ,11.5,1.8
36952,04/07/23 08:31,CLEAR,32.1,8.0
19470,15/07/23,Fog,34.3,0.6
25530,2023-11-21 10:08:08,Sunny,3.5,5.2
2775,02-04-2023 14:35,raining,16.3,4.3
26339,26/04/23 02:55,rain,23.9,6.9
32004,12/10/23,RAIN,12.5,4.5
13665,2023-08-15 13:54:16,CLR,24.6,5.3
55110,2023-07-22,FOGGY,32.6,1.5
34382,18/06/23,fog,32.3,0.08
50163,12-12-2023 16:47,clear,7.5,9.3
25449,2023-02-15 13:18:19,CLR,11.5,8.7
47139,27/05/23,clr,39.9,
17816,2023-10-13,RAINY,13.6,1.8
59574,29/08/23 08:07,Clear,26.4,7.1
6724,15/03/23,,20.2,6.3
20620,12-16-2023 05:53,fog,0.4,3.1
33380,2023-01-22 05:14:16,Fog ,14.5,1.3
25670,06/11/23 02:04,foggy,6.3,2.5
21184,12/09/23 08:13,Clear,21.2,6.0
50157,2023-05-23 16:31:13,clear,26.2,7.1
48995,2023-08-24 11:31:33,rain,22.5,3.6
56894,2023-02-10,rain ,14.4,5.8
26012,29/08/23,Fog,30.5,0.4
32561,2023-12-26,rain ,4.5,5.7
49069,2023-11-14 15:39:46,Clear,7.5,6.8
8721,2023-11-02 02:50:30,CLEAR,4.7,8.7
17113,2023-12-21 16:18:05,clr,0.7,9.0
2762,01-03-2023 09:46,sunny,12.1,
1190,24/12/23 05:06,Fog,6.2,0.3
11744,10-12-2023 20:46,rainy,14.4,1.6
37628,2023-11-02 13:01:56,clr,7.3,5.7
4734,2023-06-14,RAINY,31.1,4.5
55875,30/03/23 18:22,clr,24.3,5.6
54928,2023-10-30 07:04:48,Rain,13.1,4.2
48431,2023-02-25,raining,18.8,3.1
25022,08-06-2023 10:51,Clear,25.1,5.5
22275,30/05/23 17:55,sunny,33.7,9.8
49924,13/07/23,clear,28.0,25.8
52620,07/02/23,CLR,10.7,6.3
47958,2023-01-18,clr,3.9,9.1
9633,18/01/23,rain ,0.7,1.9
54811,2023-09-12 19:57:06,sunny,17.7,8.5
35501,06-03-2023 16:55,FOGGY,38.0,2.5
30479,20/09/23,clr,20.8,6.5
36293,09-03-2023 01:55,fog,18.3,0.6
56116,2023-04-25,Raining,16.5,1.7
49825,2023-07-30 12:52:28,,29.3,6.9
40951,2023-10-25,FOGGY,13.8,2.0
8625,2023-02-10 03:29:35,Raining,10.9,1.5
21620,22/08/23,sunny,29.2,9.2
9545,04-19-2023 08:23,rainy,,3.7
38970,04/05/23 10:54,clr,25.9,5.1
10935,11-01-2023 09:12,clr,8.5,9.6
9743,04-15-2023 01:38,CLR,23.5,9.1
8619,25/07/23,CLEAR,32.6,5.5
3653,11/03/23 06:37,CLEAR,20.0,7.1
29558,09/11/23,foggy,5.3,
4847,2023-08-18,sunny,29.9,6.9
39558,2023-04-17,clr,27.2,8.9
17081,20/06/23 05:01,Foggy,34.8,0.2
15454,08-27-2023 20:56,Sunny,32.4,7.9
41989,2023-07-07,Clear,31.9,9.3
32002,2023-09-03,Clear,24.0,6.0
46803,2023-12-03 16:15:35,Raining,10.7,5.4
21998,2023-06-20,Fog,32.3,2.3
10604,2023-04-21 09:33:32,Sunny,24.8,8.2
24946,2023-01-29,CLEAR,3.2,6.8
28524,2023-02-21 17:10:24,Clear,13.1,8.9
12046,01/01/23 13:52,sunny,5.4,8.0
58607,12-01-2023 09:24,Clear,2.3,6.4
34043,06-28-2023 13:47,Rain,28.9,6.5
48186,12-18-2023 20:41,Clear,3.8,7.8
24632,02-19-2023 16:48,Sunny,13.4,7.9
58957,01/03/23 19:54,CLR,22.6,9.2
49390,12-31-2023 18:40,sunny,4.6,7.7
56389,2023-02-18 23:02:29,Sunny,20.2,8.9
29774,11-14-2023 23:20,Sunny,9.2,5.2
23784,2023-08-19 05:41:47,CLR,29.5,7.6
4530,2023-07-28,rain ,27.6,3.2
228,2023-03-17,CLR,22.4,9.4
18,06/05/23,clear,42.6,6.6
2605,2023-10-08 10:36:09,clear,11.1,7.6
25698,2023-02-14 15:38:11,CLR,12.8,8.3
15564,18/12/23 19:38,sunny,2.6,8.6
8445,04-29-2023 21:40,clear,26.9,5.3
12301,23/01/23 20:51,clear,6.1,5.1
47273,2023-06-07,fog,35.6,2.3
27727,2023-04-20 19:15:35,CLEAR,31.1,7.8
47451,2023-01-26 15:50:24,CLEAR,58.4,6.8
21937,12-03-2023 04:26,FOGGY,9.7,1.2
59910,08-27-2023 05:50,foggy,28.3,1.9
28137,12/04/23 04:24,Fog,25.7,2.7
35045,2023-01-21 02:08:05,rain ,11.3,5.5
53193,2023-05-02 23:40:20,CLR,26.3,9.7
35731,05/03/23,Clear,11.2,9.5
46380,21/08/23,FOG,26.5,1.1
29812,12/11/23 21:40,Sunny,7.3,8.0
14053,01/08/23,CLR,30.4,6.1
12731,20/05/23,rain ,35.7,2.7
10237,2023-04-16 23:45:51,clr,24.3,6.3
47114,06/06/23,Fog ,35.8,1.6
37593,2023-07-30 21:21:03,Sunny,60.8,9.2
7079,2023-08-31,Raining,22.6,2.9
55978,2023-03-31,Foggy,12.2,2.3
34213,11/06/23 17:29,CLR,31.1,9.4
5421,08/04/23 22:01,CLR,25.3,9.5
17808,2023-01-10 20:39:28,rain ,12.0,1.6
48488,2023-02-18,CLR,16.8,7.3
39413,30/09/23,clr,15.8,9.9
25218,10-02-2023 20:04,Rain,9.3,4.8
44006,02/02/23 07:06,Rain,9.3,5.5
56479,22/08/23 23:26,,23.1,
53622,2023-09-01 21:50:04,clear,14.0,8.0
57505,2023-12-03 13:56:47,Clear,7.7,5.6
6285,2023-01-28,Sunny,7.8,9.4
19615,2023-11-26 20:10:01,Clear,6.2,5.0
2974,2023-03-15,clr,22.0,9.2
10513,04-23-2023 03:32,fog,29.8,2.4
38778,2023-06-04,CLR,38.2,7.4
24228,21/11/23,Clear,7.2,9.4
44260,2023-11-23 13:22:50,sunny,5.8,47.5
38828,11-19-2023 11:31,CLR,-0.1,9.4
46284,06/12/23 09:11,Clear,13.0,7.9
57311,13/11/23,CLEAR,4.8,5.9
22837,2023-02-27,foggy,18.1,2.3
56849,2023-12-29,Fog ,0.8,2.7
45492,2023-04-11 08:13:05,Clear,31.6,
45323,2023-08-22,sunny,27.1,9.8
10176,07-08-2023 10:59,CLR,31.6,9.8
23096,03-15-2023 07:08,Fog,20.4,0.6
56300,05-26-2023 00:38,Fog ,26.2,1.1
53674,11-11-2023 15:01,rain ,12.6,2.9
57989,2023-05-22,rainy,60.8,
15355,12-04-2023 19:45,RAINY,1.5,3.5
34229,15/05/23 02:13,Rain,31.2,4.1
42201,2023-08-07,sunny,31.5,8.0
23935,14/04/23,CLEAR,25.2,
5223,30/10/23 01:37,rainy,6.8,5.4
52864,12-28-2023 09:58,Clear,3.3,5.2
1418,07/09/23 17:46,raining,22.9,2.0
49968,2023-06-09,clr,39.6,8.4
56592,02-01-2023 22:16,sunny,12.0,7.5
31603,01-08-2023 02:35,clr,3.7,8.8
22648,09-19-2023 22:48,Sunny,23.4,9.2
44380,16/12/23 09:30,clr,2.9,8.3
59581,22/04/23 07:20,FOG,30.3,1.5
14746,07/05/23,,31.5,5.5
45489,26/11/23 06:41,CLEAR,-1.3,5.7
18208,2023-08-27,FOGGY,22.8,3.1
4751,12-04-2023 07:13,Raining,-1.6,5.9
4591,2023-07-13,Clear,32.2,6.4
39519,11/01/23 00:02,fog,0.5,
32962,02/12/23,clr,0.7,8.4
25810,31/08/23 10:37,sunny,30.4,7.5
18687,08/02/23 02:12,Rain,16.5,6.8
41295,2023-12-29 00:25:14,clear,1.3,9.0
11023,21/05/23,Clear,34.1,5.9
6421,2023-07-19 02:37:40,rain,29.2,6.6
16359,2023-06-29,RAIN,39.2,5.5
42358,02/12/23 13:46,Clear,5.1,8.3
23794,2023-10-11 13:42:11,raining,10.2,3.0
47351,2023-07-02 12:45:20,clear,32.4,9.7
43554,2023-02-06,Raining,9.8,2.8
30021,2023-09-07,rain ,-6.2,6.1
56658,2023-01-31 10:47:16,CLR,1.3,8.6
45,2023-12-01 20:19:43,clr,7.7,6.0
21820,03/06/23 18:06,Sunny,36.7,6.2
44400,10-11-2023 04:32,fog,13.9,1.1
52616,2023-10-08,clear,8.1,9.4
43778,17/03/23,CLEAR,16.1,7.6
58479,29/06/23,RAIN,40.8,4.4
52166,21/07/23 22:11,Clear,35.5,9.4
48593,2023-03-13,CLEAR,17.1,8.0
57295,11-06-2023 13:07,sunny,7.6,
48423,05/04/23,Sunny,30.0,5.3
42818,11/02/23 03:57,Raining,11.6,5.4
4700,06/06/23,sunny,30.7,8.8
54107,2023-01-24,Clear,9.5,
58743,06-12-2023 01:01,Sunny,34.8,33.7
1716,11-25-2023 21:21,CLR,5.7,7.9
37330,27/01/23 12:55,clear,-1.0,7.9
3235,2023-09-25 16:00:03,FOG,30.4,0.4
37253,2023-09-17,Fog ,22.4,22.7
31712,2023-09-11 18:07:44,Clear,16.0,6.1
24322,02/08/23 11:43,clear,23.5,5.9
17475,23/11/23 21:51,CLEAR,6.3,7.6
57861,09-12-2023 07:12,FOGGY,19.8,1.5
21294,2023-01-23 17:22:37,Sunny,2.3,5.6
46868,2023-01-28,,10.2,8.7
35489,02-01-2023 12:55,rain ,13.1,4.2
55729,2023-04-05 20:41:38,CLR,32.2,9.2
14741,29/08/23 06:19,RAINY,23.7,6.0
25397,12-12-2023 21:25,CLEAR,0.9,7.5
19329,2023-10-20,Foggy,18.3,0.02
19555,2023-02-22,fog,18.3,1.8
45580,2023-04-02,clr,26.5,6.2
58637,2023-07-02,sunny,25.4,7.8
54550,13/05/23 07:24,rain ,29.8,6.7
4666,22/05/23 05:20,RAIN,36.6,6.3
58303,2023-02-19 02:03:14,FOGGY,11.9,2.3
17465,11-26-2023 14:18,clr,13.0,5.7
51476,19/11/23 03:53,Fog ,16.9,2.6
59078,2023-04-14 02:14:50,Sunny,21.0,6.7
55268,2023-03-28 11:26:03,sunny,12.4,5.5
34964,08-26-2023 02:17,fog,29.9,3.3
59661,31/03/23 06:33,sunny,22.1,8.1
44634,29/05/23 14:16,raining,,4.7
5114,2023-03-09,clear,22.3,7.1
12212,13/10/23 00:32,CLEAR,20.7,9.8
24762,2023-10-30 22:46:59,clear,5.8,5.5
32749,2023-11-24,CLEAR,7.3,5.0
29113,2023-06-14,Sunny,37.5,7.3
35981,14/02/23 04:04,Foggy,13.2,3.0
28500,2023-12-26,rainy,4.6,3.0
41031,2023-05-07,foggy,36.4,0.7
19037,06-21-2023 11:27,CLR,44.8,5.9
33179,25/07/23 13:00,,33.5,6.1
56958,2023-12-31 22:20:07,Sunny,1.6,5.7
30585,04/11/23,Sunny,-0.9,9.7
48304,04-04-2023 05:52,Clear,23.8,5.6
45531,27/08/23 13:30,sunny,22.6,6.3
43713,2023-06-29,rain,37.3,4.9
48049,17/11/23 22:49,sunny,,5.0
9913,2023-06-21 03:57:15,CLEAR,31.6,6.7
55005,2023-12-24,sunny,-1.8,6.7
34322,02/02/23,Rain,9.2,5.3
24375,2023-09-30,CLEAR,35.4,7.0
41955,2023-10-24 19:09:38,Raining,21.8,4.2
8444,01/01/23 10:51,clear,11.8,7.4
1587,31/01/23,rain ,8.1,1.6
46954,2023-09-01,clear,20.6,6.4
1295,12-27-2023 18:11,raining,0.0,6.9
40462,07-09-2023 04:51,CLEAR,37.4,8.9
54174,14/12/23 10:29,CLEAR,4.7,7.6
677,06-23-2023 03:55,FOGGY,46.3,2.9
45786,2023-04-18,Sunny,26.2,6.1
49049,20/07/23 23:56,sunny,30.3,9.9
52796,01-28-2023 09:06,CLR,3.3,5.4
37357,2023-07-16,RAINY,29.8,6.4
10474,2023-10-27,rainy,14.3,6.1
39384,2023-06-28 13:44:12,clr,39.2,8.6
46724,2023-10-06 18:10:17,CLR,18.2,7.7
18951,17/04/23,Clear,25.8,5.2
30865,03/03/23 22:40,rain,21.5,3.2
50082,20/02/23,CLEAR,10.7,8.3
6724,2023-08-24,rain ,26.9,4.0
17990,30/08/23 22:50,Rain,31.6,2.2
13563,2023-08-14 11:59:02,Rain,32.4,4.6
55217,12/08/23 19:38,Clear,25.4,9.1
612,22/01/23 13:40,CLEAR,10.9,8.0
23884,08-21-2023 17:46,Sunny,29.1,8.1
33657,2023-08-14,rainy,24.1,4.4
20742,09-13-2023 21:28,Clear,15.3,6.0
2701,04/07/23 15:07,clear,35.7,7.8
52013,2023-03-21 04:17:31,Raining,17.1,3.9
53075,2023-03-30 06:36:25,Foggy,20.8,2.3
7587,13/04/23,Foggy,27.9,1.1
17360,2023-10-12 15:00:18,Sunny,18.5,9.3
22647,14/08/23,rain,12.5,3.8
21767,19/07/23,Rain,31.3,1.6
37147,05/11/23,foggy,4.6,1.3
17422,01/06/23 01:01,Fog ,37.1,3.3
30005,12-02-2023 12:06,Clear,9.0,8.4
44912,2023-12-08,sunny,-1.4,
49116,2023-12-30 23:22:03,clr,9.7,5.8
35382,24/10/23 06:11,Rain,13.9,4.8
6863,13/05/23 08:10,CLR,43.7,9.2
8007,30/09/23,foggy,25.7,3.2
53108,2023-03-15 02:35:50,Foggy,18.5,3.2
42548,08-31-2023 00:26,Rain,26.3,
16781,09-30-2023 02:02,Rain,21.4,5.5
24235,2023-04-07 06:04:45,rain ,22.8,45.7
17253,2023-03-28 06:29:43,foggy,28.2,1.3
30968,27/02/23,CLEAR,18.9,5.2
51179,10/01/23,raining,12.0,5.2
683,2023-03-15,Foggy,23.9,1.3
45713,19/06/23,fog,27.3,1.2
12241,07/08/23,clr,24.8,9.8
22791,2023-05-03,Sunny,39.2,7.0
55664,30/10/23,,17.5,6.0
32557,2023-12-29 14:02:35,CLEAR,7.8,5.5
58766,15/10/23 03:31,FOGGY,11.0,3.1
5657,16/05/23,CLEAR,27.9,6.3
12474,04-10-2023 06:58,clear,21.3,5.5
2087,2023-08-21,Clear,22.3,7.8
20066,11-06-2023 09:54,clr,2.2,6.5
47488,08/05/23 10:16,clear,34.8,
19703,2023-11-08,CLR,4.0,9.4
35966,10-15-2023 14:44,clr,14.5,9.2
47135,06/03/23,Foggy,11.9,2.9
48477,22/08/23 23:43,clr,30.8,8.6
44188,2023-05-15 04:11:05,Raining,27.2,2.6
20815,07-26-2023 10:41,Sunny,28.6,8.1
15089,29/01/23,clr,3.2,5.7
26707,25/07/23,CLR,40.4,9.5
8961,2023-06-26,rain ,33.9,3.7
38163,2023-07-27,fog,37.7,0.3
40181,2023-04-14 13:48:32,CLEAR,27.4,5.2
51259,07/07/23 04:01,foggy,28.4,2.1
52864,2023-05-28 23:03:26,raining,36.3,3.5
50663,15/05/23,RAINY,34.2,1.8
17622,2023-05-24 05:21:51,FOGGY,33.9,1.8
1687,02/04/23,sunny,21.7,7.9
40053,2023-12-04 02:02:55,rainy,6.9,6.7
7489,2023-05-11,clear,30.0,9.1
22111,2023-11-30 16:41:20,CLEAR,6.3,7.8
7249,01/07/23,sunny,30.6,8.7
38485,2023-08-01 05:50:44,Fog,24.0,0.8
18240,2023-09-17 14:05:58,CLEAR,19.4,7.1
29326,07/06/23 01:24,Sunny,38.6,7.8
20048,19/08/23,CLEAR,27.9,7.3
21983,16/01/23,foggy,15.5,2.5
56595,12-12-2023 21:55,,6.0,6.4
40805,01-31-2023 21:15,CLEAR,6.8,7.0
52551,27/10/23,raining,13.3,4.0
12565,14/11/23 03:10,clear,8.4,9.8
21678,2023-09-07 14:07:12,clear,15.7,6.1
9742,2023-09-17,clear,22.3,5.5
17079,17/04/23,CLEAR,25.0,9.0
31406,31/03/23,CLR,27.8,7.1
46520,09-10-2023 21:10,Clear,22.9,5.1
39009,10-22-2023 19:46,raining,3.5,
55041,2023-10-15,Clear,6.2,8.5
18250,2023-03-04,Clear,23.7,6.5
57589,05-01-2023 19:16,clear,32.4,9.6
4632,02-20-2023 04:08,FOG,12.8,1.2
32818,21/05/23 12:55,rain ,36.4,4.5
47815,2023-05-01 06:43:15,Fog ,33.3,0.2
31804,20/05/23,RAIN,31.8,6.3
29808,19/08/23 14:18,CLR,28.5,5.9
641,16/04/23 13:46,clear,23.3,7.6
32617,03/11/23,foggy,0.7,2.6
15308,11-04-2023 23:07,Sunny,4.2,6.8
29853,02-04-2023 16:28,RAINY,19.5,
4368,13/06/23,Rain,29.7,1.8
34356,2023-05-12,sunny,31.0,6.2
58378,14/12/23 15:27,Sunny,3.3,9.7
17780,27/11/23,clr,8.9,9.8
51930,07-15-2023 05:32,foggy,32.6,0.03
23496,2023-07-25,Sunny,38.0,6.4
23952,09-20-2023 05:38,FOG,14.4,2.7
13817,22/03/23,clear,23.2,5.2
29780,13/04/23,Foggy,26.6,1.1
3589,02-08-2023 16:14,Clear,7.7,8.4
44030,2023-10-16,clr,15.0,7.8
28330,20/06/23,clr,40.5,9.2
54306,07-06-2023 08:10,sunny,22.9,5.9
42136,09/08/23 09:05,CLEAR,26.4,9.5
5061,2023-05-03 12:54:13,Clear,38.0,5.3
9898,09-15-2023 04:29,Fog ,27.9,2.5
21325,2023-05-10,FOGGY,31.8,1.6
44513,2023-04-22 15:20:09,clr,26.6,9.6
3260,21/01/23 08:18,CLEAR,5.4,8.4
41833,2023-11-04 08:39:07,Sunny,6.0,6.6
27426,2023-01-14,,2.0,
27740,09/12/23,CLR,6.8,8.3
5731,2023-08-31 06:54:22,RAINY,23.8,5.2
1305,05/06/23 07:18,CLR,40.6,8.2
108,12-19-2023 13:02,Sunny,7.7,7.6
40946,22/03/23,rain ,12.5,
17816,2023-05-15,clr,29.3,5.2
42250,06-25-2023 00:14,rain,33.4,3.0
31681,07/02/23,clear,12.2,9.4
27001,18/11/23 00:35,Fog ,5.7,2.3
3350,2023-10-13 12:29:50,rain ,14.3,6.2
58196,2023-01-20 16:20:49,RAINY,7.3,1.7
14323,2023-06-20,CLEAR,29.5,6.0
39029,03-08-2023 02:39,Fog,19.0,2.0
22705,13/01/23,clear,14.2,8.6
13148,2023-01-01 16:26:22,clr,7.7,8.7
42125,2023-05-26,Sunny,38.7,6.5
28064,2023-12-06,clear,3.7,
31235,18/02/23,clear,13.5,5.8
34481,11-06-2023 03:07,clear,9.4,5.9
42508,31/07/23,CLEAR,28.9,7.8
56050,2023-11-27,sunny,-1.7,8.9
3496,03-23-2023 02:23,RAINY,,6.0
2822,2023-07-30,Fog,34.8,0.6
40757,01-20-2023 14:19,raining,12.6,3.9
26009,2023-05-06 21:45:27,CLR,31.0,6.7
38702,2023-07-12,foggy,32.4,2.9
54359,02/09/23,clr,16.5,9.1
50569,25/11/23,FOGGY,8.1,0.01
19333,2023-10-19,Sunny,15.4,7.8
5101,27/11/23 10:20,sunny,8.1,7.1
49074,14/01/23,raining,13.0,6.3
4426,10-23-2023 12:36,CLEAR,8.2,9.6
17122,2023-03-16 00:16:53,fog,26.4,2.7
4315,04-04-2023 22:55,CLEAR,25.8,5.4
24367,12/10/23 23:26,Rain,5.3,1.6
48476,10/08/23 09:57,clr,25.0,6.9
49257,11/08/23,Fog,23.2,2.7
39979,16/11/23 04:15,CLEAR,11.8,8.4
28851,2023-04-14,sunny,18.9,8.4
38094,03/04/23 16:15,Clear,23.6,8.0
50308,2023-08-07 23:38:56,CLR,31.3,6.8
6487,17/05/23 09:25,clr,35.2,5.5
35167,04-17-2023 22:42,CLR,33.6,9.6
32330,03/05/23,CLR,41.6,6.4
39972,14/05/23 22:27,rain ,39.9,1.8
13887,04/01/23,foggy,0.7,2.3
6140,2023-05-24 14:59:44,sunny,30.8,7.6
18290,2023-06-05 05:07:02,FOG,32.5,0.8
45583,2023-12-15,CLR,6.7,7.1
17081,11/12/23,clr,0.7,6.3
28538,2023-08-15,sunny,30.2,8.0
24337,19/01/23,Raining,9.0,4.0
677,2023-10-13 02:28:35,raining,10.9,2.1
54115,2023-04-11,clear,34.9,6.8
42054,2023-11-02,CLEAR,-0.2,9.0
48354,2023-10-01 00:52:34,Raining,7.0,3.1
21785,05/06/23,Fog,34.5,2.0
23227,2023-10-11,rain,13.2,3.8
43570,2023-02-04,Raining,14.0,1.8
58533,10-09-2023 02:52,Foggy,13.5,0.6
55144,29/11/23 17:01,clear,5.3,8.9
36390,02-26-2023 19:34,clear,16.8,6.3
36632,02/11/23,Clear,3.3,
59454,02-15-2023 16:39,Sunny,11.9,6.6
58637,2023-02-14,clr,10.4,6.0
37678,11/07/23,Sunny,27.6,8.0
36387,17/12/23 16:41,clr,9.5,6.4
55727,10-25-2023 06:18,Rain,7.6,5.5
25929,09/09/23 22:47,CLR,17.8,8.7
24067,16/09/23 05:12,sunny,17.0,9.9
50596,18/12/23,clr,9.0,7.6
4916,10-09-2023 07:42,FOGGY,22.7,2.4
16275,10-03-2023 14:18,raining,10.1,2.4
45792,2023-03-02 17:22:42,Raining,20.1,2.7
32362,2023-05-27,Clear,33.2,7.5
39221,2023-06-09,Sunny,37.0,6.4
32537,2023-02-07,RAINY,9.2,4.1
34125,2023-10-29,rain ,9.1,1.7
10676,16/01/23 18:14,clr,,8.9
49975,04/07/23 07:04,CLEAR,30.5,5.4
1689,2023-03-02 16:54:37,raining,19.6,3.3
35375,03-28-2023 05:26,RAINY,17.8,2.8
23895,2023-03-13 01:52:31,clr,17.0,5.6
29115,2023-08-29 00:18:57,Fog,25.9,1.4
52574,02-21-2023 01:10,fog,12.5,
32951,2023-12-23 01:37:56,sunny,6.8,8.3
10440,2023-05-22 13:19:57,raining,34.4,4.9
6347,21/03/23,Rain,18.6,
26544,2023-11-19 01:46:32,FOGGY,4.6,0.9
54878,28/10/23,Foggy,14.5,3.4
22774,03/06/23,Sunny,36.3,6.6
34096,08-26-2023 11:05,Sunny,23.5,7.9
52221,15/12/23 22:49,foggy,1.0,2.9
58106,23/04/23 09:26,sunny,35.5,9.5
5530,14/02/23,foggy,14.9,2.2
32682,24/06/23 04:59,CLEAR,40.8,5.9
17088,04/10/23,CLEAR,14.8,8.4
58707,05-03-2023 10:07,sunny,40.4,8.4
18396,19/05/23,Clear,39.0,8.3
38665,08-28-2023 06:47,clear,26.2,8.4
44001,12/07/23,CLEAR,38.5,9.8
58127,03/09/23,Sunny,25.8,8.2
4909,18/03/23 20:05,CLEAR,19.0,5.4
42393,2023-02-25 05:37:35,Raining,16.7,6.8
37507,2023-05-07,clr,30.3,10.0
45208,2023-09-21 19:33:35,rainy,24.2,6.1
29093,01/06/23,clear,34.5,6.1
