traffic_id,hour,day_of_week,zone_type,traffic_level,avg_speed_kmph
TRF031315,1,4,residential,low,61.4
TRF039518,6,5,industrial,medium,38.8
TRF049746,7,5,industrial,high,14.7
TRF065991,,,commercial,high,10.9
TRF016293,9,4,residential,high,11.4
TRF030724,22,3,commercial,low,61.0
TRF093150,23,1,industrial,,58.4
TRF054884,14,0,commercial,medium,32.4
TRF042887,16,6,commercial,medium,48.1
TRF024322,0,1,commercial,low,66.2
TRF014608,20,5,,medium,39.5
TRF046016,19,4,industrial,high,23.3
TRF056919,1,1,commercial,high,11.2
TRF015606,22,0,residential,high,29.2
TRF015758,21,4,residential,low,68.6
TRF032658,16,,,medium,42.2
TRF020083,2,0,commercial,low,
TRF093384,17,6,commercial,high,14.1
TRF018579,7,6,,high,21.7
TRF041860,17,1,,high,14.0
TRF018240,2,3,residential,low,69.0
TRF056065,21,6,,low,51.5
TRF021150,2,2,residential,low,50.8
TRF079002,5,0,commercial,medium,26.3
TRF045581,11,3,industrial,low,78.5
TRF088509,5,2,commercial,medium,
TRF017976,18,5,industrial,medium,27.0
TRF076261,20,2,industrial,medium,38.6
TRF014905,14,3,commercial,medium,
TRF034531,20,4,,medium,49.7
TRF050199,3,3,industrial,low,64.0
TRF052477,2,4,,medium,38.7
TRF036532,12,5,industrial,medium,45.0
TRF066310,12,3,industrial,medium,43.9
TRF072959,18,6,,high,27.5
TRF049001,6,1,commercial,low,52.5
TRF029680,13,0,commercial,high,21.0
TRF021053,11,4,,low,75.5
TRF044860,6,6,industrial,medium,53.9
TRF057022,7,3,industrial,high,26.9
TRF028065,7,0,industrial,high,24.0
TRF035097,15,6,industrial,low,78.6
TRF031689,3,,residential,low,51.6
TRF080832,,4,,high,13.3
TRF054728,7,3,commercial,high,12.4
TRF095461,0,1,commercial,low,57.6
TRF035608,12,1,industrial,medium,
TRF032530,3,3,commercial,low,60.7
TRF085016,7,4,commercial,high,11.1
TRF044801,21,4,industrial,low,78.7
TRF049606,16,1,residential,medium,46.4
TRF006894,8,5,commercial,medium,53.4
TRF041468,22,4,residential,low,66.3
TRF081019,19,2,industrial,high,14.6
TRF051758,4,1,,low,57.2
TRF067017,19,4,,medium,33.5
TRF095436,11,0,industrial,low,74.9
TRF067623,,4,industrial,high,19.5
TRF019045,9,0,residential,medium,27.7
TRF044191,15,5,residential,medium,30.1
TRF042065,7,2,residential,high,18.6
TRF086883,9,3,,high,15.4
TRF076672,18,1,industrial,high,13.1
TRF073715,2,4,industrial,low,58.2
TRF013972,5,1,residential,low,77.7
TRF065054,1,1,industrial,medium,30.2
TRF086391,4,1,,low,49.8
TRF064828,1,5,,low,72.2
TRF053840,1,1,residential,medium,48.7
TRF042309,10,5,industrial,medium,25.8
TRF093731,3,4,industrial,low,70.6
TRF002211,8,4,,high,14.9
TRF028191,9,0,,high,10.6
TRF000626,,5,,high,22.4
TRF020610,10,4,,medium,35.2
TRF051938,4,0,commercial,medium,29.1
TRF066291,20,,industrial,high,15.1
TRF065119,14,6,industrial,low,53.7
TRF049288,10,5,industrial,high,23.1
TRF075434,8,4,industrial,high,15.9
TRF006459,20,1,residential,low,66.8
TRF015311,,6,industrial,high,18.7
TRF049890,20,5,industrial,high,21.2
TRF012343,21,4,commercial,medium,51.3
TRF094396,1,4,industrial,medium,48.0
TRF064110,21,1,commercial,low,55.7
TRF027833,17,3,commercial,high,26.6
TRF018785,2,4,,low,78.5
TRF032457,2,3,,low,51.3
TRF074663,18,2,industrial,medium,27.2
TRF067372,11,4,commercial,medium,47.7
TRF073504,9,1,,high,19.1
TRF020880,20,2,industrial,high,
TRF068216,22,0,,low,61.7
TRF065659,11,6,residential,medium,46.5
TRF076680,10,0,industrial,high,14.1
TRF067141,9,6,industrial,high,12.5
TRF009753,15,3,commercial,medium,34.8
TRF060164,21,3,,low,54.5
TRF022148,22,1,commercial,low,57.2
TRF058665,20,1,,high,26.7
TRF072942,11,,commercial,low,58.3
TRF006410,,,industrial,high,22.8
TRF077342,3,5,residential,low,53.9
TRF089760,9,5,industrial,medium,35.2
TRF039165,12,0,industrial,medium,40.8
TRF064651,8,1,industrial,high,28.8
TRF033982,13,5,industrial,low,49.1
TRF014701,6,3,industrial,high,10.8
TRF026237,5,5,industrial,low,74.0
TRF066948,1,0,commercial,high,14.1
TRF033503,17,2,industrial,high,10.2
TRF076702,11,3,industrial,medium,45.2
TRF075697,15,6,commercial,medium,29.2
TRF090104,9,5,commercial,medium,31.0
TRF057456,6,3,commercial,low,69.4
TRF075836,12,4,commercial,medium,38.2
TRF008277,15,1,,medium,34.2
TRF019258,3,0,industrial,low,53.9
TRF027881,6,5,,low,59.8
TRF042220,15,5,commercial,high,16.5
TRF061128,7,5,commercial,medium,29.9
TRF014997,2,6,,low,71.1
TRF090472,13,2,industrial,medium,37.1
TRF009559,14,5,,medium,35.2
TRF090533,10,6,commercial,medium,40.3
TRF056206,23,4,commercial,low,56.3
TRF018007,16,0,commercial,low,58.2
TRF009470,7,1,residential,high,11.6
TRF084293,22,1,commercial,low,46.2
TRF092093,12,4,residential,medium,50.6
TRF043181,12,4,commercial,low,60.3
TRF019114,22,6,residential,low,49.5
TRF020782,7,2,residential,high,
TRF031001,1,0,commercial,low,56.7
TRF016612,14,3,commercial,medium,49.6
TRF093983,19,0,industrial,high,10.4
TRF004569,10,3,,medium,36.6
TRF058486,23,4,industrial,low,64.1
TRF094243,20,6,industrial,low,60.9
TRF019855,12,4,commercial,high,15.4
TRF011307,19,0,industrial,high,17.7
TRF059520,22,4,,medium,31.3
TRF094436,5,0,residential,medium,52.8
TRF063969,7,,industrial,high,10.9
TRF018361,22,6,,low,60.3
TRF070354,6,6,,medium,39.4
TRF065753,0,3,residential,low,69.4
TRF004924,7,4,commercial,low,56.1
TRF019065,11,5,commercial,medium,52.9
TRF009736,2,0,industrial,low,66.7
TRF053734,6,3,industrial,medium,28.3
TRF036239,12,5,residential,medium,38.6
TRF028685,9,5,,medium,54.8
TRF046505,19,6,industrial,high,14.6
TRF003752,19,0,commercial,high,22.4
TRF092169,16,2,commercial,medium,47.3
TRF026137,14,0,,high,21.3
TRF068092,3,4,industrial,low,45.8
TRF008512,5,1,residential,low,79.6
TRF090497,10,4,residential,medium,34.6
TRF058710,15,5,commercial,medium,30.2
TRF042596,17,6,,,46.4
TRF074529,19,5,commercial,high,10.4
TRF043628,11,0,commercial,medium,30.0
TRF074780,7,6,residential,low,62.9
TRF037339,0,1,industrial,,68.3
TRF004172,17,1,,medium,42.2
TRF088045,16,6,,low,75.0
TRF079912,10,1,residential,medium,28.1
TRF089605,4,5,,low,63.9
TRF027650,12,0,,medium,44.6
TRF023440,0,4,industrial,medium,37.7
TRF024949,16,2,commercial,,79.6
TRF038479,10,5,,medium,53.8
TRF062804,2,0,,low,74.7
TRF020834,18,0,industrial,high,19.2
TRF016017,8,6,industrial,high,23.4
TRF001941,13,2,industrial,high,24.5
TRF010639,12,4,residential,medium,
TRF029824,,6,commercial,medium,53.5
TRF005758,9,2,residential,high,23.8
TRF042597,6,4,residential,medium,29.2
TRF054281,11,5,commercial,medium,43.0
TRF085098,22,1,commercial,low,52.4
TRF034233,12,5,,low,51.6
TRF078359,11,4,,medium,
TRF059705,10,5,commercial,high,11.5
TRF034883,14,6,industrial,low,52.2
TRF078244,9,0,commercial,high,16.0
TRF029619,18,6,,high,17.0
TRF062687,9,5,commercial,low,51.5
TRF044047,21,4,residential,medium,43.7
TRF006785,7,6,,high,29.6
TRF007429,9,1,industrial,high,14.4
TRF042615,23,,,low,75.5
TRF013520,0,4,industrial,low,66.5
TRF006834,,5,industrial,low,76.0
TRF086095,11,1,commercial,medium,49.9
TRF030246,23,3,,low,
TRF055689,15,2,commercial,medium,32.2
TRF026432,20,2,residential,high,16.7
TRF032305,1,4,commercial,low,71.9
TRF005949,15,5,industrial,high,14.9
TRF052105,0,0,,medium,27.2
TRF078908,9,4,residential,medium,31.7
TRF008012,10,0,,low,69.4
TRF085580,,0,commercial,low,56.0
TRF070309,3,0,,low,59.9
TRF012587,10,2,,high,23.4
TRF074651,0,0,residential,low,63.3
TRF087569,7,3,commercial,high,16.5
TRF064160,6,3,,medium,34.3
TRF075973,11,3,,medium,31.4
TRF086246,9,0,residential,high,12.3
TRF077735,17,4,,medium,34.0
TRF082858,4,1,industrial,low,54.2
TRF020807,1,1,,low,68.1
TRF020334,10,3,commercial,medium,45.4
TRF039133,21,0,,medium,36.4
TRF026365,10,5,industrial,medium,41.6
TRF026862,12,6,residential,medium,40.7
TRF044722,17,4,residential,high,28.4
TRF087029,21,5,residential,low,72.3
TRF061320,12,5,industrial,high,17.0
TRF071448,16,5,commercial,medium,32.3
TRF091805,10,2,,low,58.6
TRF057972,,6,residential,high,20.6
TRF058085,10,0,,medium,39.3
TRF048567,19,5,,high,25.6
TRF004873,23,0,commercial,medium,47.8
TRF063908,12,4,residential,low,79.1
TRF044093,5,1,industrial,low,50.8
TRF004874,3,5,,low,45.9
TRF067893,23,4,commercial,low,50.3
TRF028810,12,2,residential,high,14.4
TRF027294,13,1,commercial,high,24.1
TRF020012,15,1,industrial,high,22.7
TRF023873,10,1,industrial,medium,48.1
TRF074596,11,5,commercial,high,24.7
TRF032818,22,0,commercial,low,74.0
TRF095180,3,0,commercial,low,56.3
TRF045988,22,1,,medium,28.0
TRF019187,19,1,residential,high,23.8
TRF082836,11,3,commercial,low,78.8
TRF007603,4,5,industrial,low,56.1
TRF017243,23,6,industrial,low,79.7
TRF073291,19,6,industrial,high,18.5
TRF010649,19,3,commercial,medium,41.8
TRF016913,14,6,,medium,48.2
TRF059289,12,4,commercial,medium,27.6
TRF007427,19,0,residential,high,15.9
TRF020792,8,5,industrial,,55.4
TRF006940,7,0,industrial,high,22.0
TRF031284,11,1,industrial,low,55.3
TRF088294,19,2,commercial,high,29.5
TRF016337,4,4,industrial,low,69.5
TRF036297,10,6,,low,65.6
TRF059057,8,1,residential,high,27.1
TRF053456,15,3,residential,low,55.1
TRF026283,1,0,industrial,medium,32.4
TRF007560,8,0,industrial,high,18.5
TRF046806,11,6,,low,74.3
TRF075678,8,1,industrial,medium,28.5
TRF038980,16,3,,low,65.1
TRF034348,14,5,,medium,29.9
TRF094708,23,2,,medium,34.2
TRF071014,4,2,residential,low,68.4
TRF034252,13,6,residential,high,26.7
TRF030448,,5,commercial,medium,44.2
TRF034533,17,1,residential,high,18.5
TRF020704,1,5,,low,54.5
TRF067828,23,0,,low,46.3
TRF058094,11,5,,high,17.2
TRF069901,12,4,,high,27.5
TRF022799,1,6,commercial,low,68.9
TRF050361,10,6,residential,high,18.9
TRF078570,13,5,residential,low,77.5
TRF051930,11,6,residential,medium,51.6
TRF045489,,6,commercial,high,22.4
TRF071370,10,4,,medium,54.1
TRF040511,14,6,commercial,medium,26.8
TRF060849,9,6,,medium,42.8
TRF061765,22,2,commercial,low,48.1
TRF032506,9,5,,high,24.2
TRF046751,22,5,industrial,low,58.8
TRF066081,3,4,,low,56.1
TRF064003,15,0,residential,medium,31.2
TRF022095,6,3,industrial,high,14.2
TRF032662,18,6,commercial,high,26.0
TRF005601,11,0,industrial,medium,37.0
TRF055079,1,2,commercial,low,49.9
TRF063978,12,5,industrial,medium,38.1
TRF038010,19,4,commercial,medium,32.5
TRF056987,20,6,commercial,medium,54.2
TRF064247,17,6,residential,high,18.0
TRF090364,2,2,industrial,low,61.6
TRF054661,19,0,residential,high,19.7
TRF028856,3,4,industrial,low,69.4
TRF029213,16,1,,high,19.5
TRF091426,10,2,industrial,medium,48.1
TRF094524,10,1,,high,20.9
TRF078296,19,0,industrial,high,26.5
TRF068335,12,0,industrial,high,21.0
TRF072590,19,2,,high,29.6
TRF011045,0,0,,medium,29.6
TRF027750,20,5,,medium,48.7
TRF048660,1,6,commercial,medium,51.4
TRF021400,10,4,commercial,high,25.8
TRF058882,13,6,commercial,,77.4
TRF082245,9,2,residential,high,20.9
TRF072826,22,0,,high,21.8
TRF006411,3,3,commercial,low,62.0
TRF031388,5,5,,low,65.0
TRF088304,2,5,industrial,medium,51.0
TRF083604,18,0,commercial,high,21.0
TRF051340,7,3,residential,high,26.3
TRF034555,19,1,industrial,high,29.6
TRF052841,3,0,residential,low,72.1
TRF012172,0,5,commercial,low,45.2
TRF074289,17,0,commercial,low,76.5
TRF091922,18,3,industrial,high,12.3
TRF068527,3,5,commercial,low,71.6
TRF015717,18,2,industrial,medium,30.6
TRF007172,11,5,industrial,low,47.2
TRF062475,5,0,industrial,,49.7
TRF011936,20,,commercial,medium,
TRF092826,20,4,,high,20.2
TRF015639,15,4,commercial,medium,27.8
TRF028325,18,4,industrial,high,15.1
TRF055947,14,4,industrial,medium,28.2
TRF030923,16,1,industrial,medium,45.2
TRF005704,14,5,residential,medium,32.9
TRF024189,17,1,commercial,high,26.8
TRF039198,2,6,commercial,low,61.1
TRF014801,20,4,,high,28.8
TRF027342,23,2,industrial,low,63.6
TRF071055,23,,industrial,medium,33.0
TRF070559,2,2,commercial,low,77.3
TRF023470,22,,industrial,medium,27.2
TRF041792,15,5,industrial,medium,46.3
TRF015254,18,3,commercial,high,11.3
TRF052993,19,2,commercial,high,23.4
TRF052293,22,0,,low,76.5
TRF028900,6,0,commercial,high,21.3
TRF089967,15,1,residential,low,74.9
TRF027071,15,5,,medium,37.0
TRF090842,13,0,commercial,low,72.9
TRF053339,1,4,commercial,low,75.1
TRF082140,8,1,industrial,high,10.3
TRF084738,6,4,residential,high,
TRF074470,3,1,residential,low,58.0
TRF046515,19,5,industrial,high,25.7
TRF039192,13,4,industrial,medium,
TRF085841,16,6,industrial,low,62.1
TRF036313,9,3,industrial,high,15.5
TRF001891,3,0,industrial,medium,47.8
TRF066900,3,4,industrial,high,19.2
TRF037530,,0,industrial,high,24.1
TRF079601,12,3,residential,low,67.0
TRF043639,5,3,,low,
TRF039566,7,2,,high,21.7
TRF068154,2,5,residential,low,79.6
TRF021919,9,2,,high,29.1
TRF001366,21,3,,low,48.4
TRF087787,17,5,residential,low,61.2
TRF048397,6,2,industrial,low,56.1
TRF030482,23,2,commercial,low,50.5
TRF020738,14,5,,medium,36.2
TRF065264,3,2,,medium,44.6
TRF038148,7,0,industrial,high,26.4
TRF064404,8,0,commercial,medium,34.4
TRF062912,7,5,commercial,high,11.6
TRF082820,19,0,,high,22.9
TRF003354,1,4,commercial,low,64.4
TRF045292,19,6,,high,11.9
TRF005618,11,6,commercial,medium,37.4
TRF031154,8,0,industrial,high,28.0
TRF004182,4,2,residential,low,67.1
TRF078566,8,6,commercial,high,17.8
TRF012472,5,5,industrial,low,77.5
TRF036028,18,6,industrial,low,68.6
TRF019192,14,2,residential,low,50.7
TRF080021,17,5,commercial,high,16.9
TRF024848,18,1,,medium,54.7
TRF058051,13,4,residential,low,59.7
TRF015146,14,3,residential,high,15.2
TRF087662,5,5,residential,low,77.8
TRF026124,17,5,commercial,medium,36.5
TRF061685,22,3,,high,23.3
TRF081512,17,5,industrial,medium,31.0
TRF061886,14,2,industrial,medium,52.0
TRF018110,22,3,commercial,low,70.5
TRF048710,11,2,industrial,medium,50.6
TRF025411,22,3,residential,low,50.0
TRF005064,4,2,,low,59.6
TRF013571,3,2,industrial,low,78.8
TRF037162,6,1,industrial,medium,52.9
TRF077954,0,0,,low,53.9
TRF003576,7,4,industrial,high,26.1
TRF025115,14,4,industrial,medium,43.4
TRF053049,21,0,commercial,,63.7
TRF064975,1,2,,low,67.8
TRF010904,8,6,industrial,high,19.0
TRF028494,15,1,industrial,medium,29.7
TRF000468,9,4,,high,20.1
TRF075597,10,1,,high,14.1
TRF021423,23,1,residential,low,66.2
TRF092660,11,6,industrial,medium,33.1
TRF084631,4,4,industrial,low,54.8
TRF068718,16,5,residential,medium,30.4
TRF061127,12,2,commercial,low,78.8
TRF059168,23,4,,low,46.2
TRF002032,6,1,residential,medium,49.5
TRF020473,18,2,industrial,medium,31.4
TRF005466,8,0,industrial,high,22.1
TRF007572,5,1,residential,low,50.9
TRF093804,5,2,residential,low,69.3
TRF069973,15,2,residential,low,73.8
TRF077622,3,0,commercial,low,74.9
TRF038056,1,4,industrial,low,75.8
TRF074522,3,0,residential,low,75.7
TRF064522,7,0,residential,high,19.9
TRF000572,2,1,commercial,high,12.4
TRF052835,5,1,commercial,low,67.3
TRF007209,18,6,industrial,high,18.2
TRF015498,14,5,industrial,medium,31.5
TRF013729,1,3,residential,low,56.2
TRF012645,11,2,industrial,medium,35.3
TRF063842,20,6,residential,low,62.7
TRF061592,0,5,commercial,medium,
TRF032790,2,5,industrial,medium,31.1
TRF046309,20,0,,medium,54.1
TRF038507,11,0,industrial,medium,47.4
TRF000595,14,3,industrial,high,17.6
TRF090203,23,2,,,75.2
TRF014879,5,0,,low,55.4
TRF052010,12,2,industrial,high,24.9
TRF005099,6,2,commercial,,74.5
TRF084792,18,4,industrial,medium,30.1
TRF006226,15,2,commercial,,46.8
TRF009491,8,3,residential,high,18.5
TRF051744,19,5,industrial,high,27.1
TRF059272,20,2,commercial,low,67.5
TRF007574,10,4,,medium,33.9
TRF072879,19,0,,high,17.5
TRF077162,0,5,residential,low,51.2
TRF003553,22,6,industrial,low,53.2
TRF038081,13,4,,medium,30.0
TRF040441,5,6,residential,low,50.0
TRF073736,11,1,industrial,low,69.5
TRF030460,10,2,,medium,42.2
TRF076136,12,3,commercial,low,68.1
TRF056858,20,2,,low,74.3
TRF000893,10,0,commercial,high,13.7
TRF023650,8,6,residential,high,13.1
TRF069474,15,3,residential,medium,35.9
TRF035368,11,0,,low,54.6
TRF065598,20,2,industrial,high,14.6
TRF035662,19,4,commercial,high,13.4
TRF087816,1,1,commercial,low,74.9
TRF054499,1,5,,low,77.2
TRF018360,15,1,residential,medium,28.8
TRF081553,3,2,industrial,low,49.6
TRF086520,23,5,residential,high,16.9
TRF071026,18,2,,high,10.2
TRF041847,21,0,,low,61.4
TRF070829,7,4,industrial,high,17.2
TRF076522,16,1,residential,medium,37.0
TRF094852,10,3,commercial,medium,45.6
TRF015872,9,2,industrial,high,16.0
TRF058023,7,1,commercial,high,10.1
TRF039234,9,4,industrial,high,15.8
TRF090413,14,1,industrial,high,17.3
TRF026201,19,,industrial,medium,30.4
TRF014201,0,0,industrial,low,69.6
TRF028083,5,2,,low,49.4
TRF060576,2,5,commercial,low,52.0
TRF017669,10,6,,medium,27.3
TRF048264,11,6,industrial,low,63.7
TRF011384,4,0,residential,low,46.7
TRF037617,23,4,industrial,,47.5
TRF071549,19,6,,medium,31.3
TRF085664,1,5,commercial,low,78.5
TRF041234,14,1,residential,medium,45.1
TRF087149,3,4,,medium,31.3
TRF031166,9,0,commercial,high,24.3
TRF003764,17,2,,medium,35.5
TRF003416,15,5,industrial,high,13.5
TRF035788,20,0,,low,72.8
TRF072386,2,3,industrial,low,57.0
TRF017582,20,2,residential,low,74.8
TRF039332,11,2,,high,12.4
TRF061215,19,4,commercial,high,11.5
TRF051604,20,5,industrial,medium,42.0
TRF026334,23,5,commercial,low,72.1
TRF060034,1,2,industrial,low,63.9
TRF080329,18,3,industrial,medium,35.7
TRF005592,7,4,residential,high,22.0
TRF083980,19,0,commercial,low,46.3
TRF015383,11,0,industrial,high,10.5
TRF087397,21,4,commercial,medium,41.0
TRF054739,22,5,,low,59.7
TRF072865,19,0,residential,high,23.5
TRF019382,3,0,,,56.3
TRF044823,16,2,residential,medium,50.4
TRF036089,18,4,residential,high,23.7
TRF016307,12,0,,low,47.8
TRF044301,16,4,industrial,medium,28.9
TRF068059,6,4,industrial,low,60.7
TRF076673,3,0,,low,45.3
TRF081271,13,5,,,79.9
TRF065815,5,5,residential,medium,46.6
TRF016773,6,6,residential,low,68.8
TRF021495,9,6,residential,high,26.5
TRF050519,20,0,residential,medium,44.1
TRF011447,23,3,commercial,low,51.9
TRF064399,19,0,,high,10.9
TRF064814,5,1,commercial,low,56.6
TRF029722,19,4,residential,high,23.8
TRF037677,,6,industrial,high,20.6
TRF008860,6,3,commercial,medium,53.4
TRF068399,11,1,,medium,37.0
TRF091444,9,3,residential,high,29.6
TRF054145,13,3,commercial,medium,46.9
TRF051425,16,1,residential,high,17.3
TRF055199,5,2,,low,70.1
TRF010006,6,0,industrial,low,63.1
TRF095104,15,3,,medium,31.4
TRF021639,23,0,,low,61.2
TRF007682,0,2,commercial,medium,52.0
TRF076947,23,1,industrial,low,45.2
TRF083299,10,6,residential,low,68.2
TRF079977,17,2,industrial,medium,25.9
TRF011026,3,4,industrial,low,56.7
TRF015142,20,4,,high,23.5
TRF056212,16,1,industrial,low,59.7
TRF011259,2,0,industrial,medium,44.3
TRF040374,23,3,,low,52.4
TRF073233,17,4,industrial,medium,28.8
TRF083057,4,2,residential,low,53.3
TRF087262,4,2,residential,low,72.8
TRF034304,1,1,,low,56.3
TRF061797,12,,industrial,medium,
TRF094741,,6,industrial,medium,40.2
TRF080279,13,5,residential,medium,26.3
TRF065300,16,6,commercial,low,48.6
TRF054089,14,2,commercial,high,18.3
TRF079201,16,4,,medium,37.2
TRF079459,9,,commercial,high,25.2
TRF088090,14,1,commercial,low,68.0
TRF055462,19,1,industrial,high,15.9
TRF069530,1,2,residential,low,54.2
TRF079204,7,5,industrial,medium,43.3
TRF094321,0,2,,medium,38.5
TRF000477,4,0,industrial,medium,37.1
TRF031613,22,6,commercial,low,73.6
TRF095124,23,6,commercial,medium,33.1
TRF078825,4,1,residential,low,69.5
TRF026071,7,3,industrial,medium,49.0
TRF058547,14,2,commercial,high,24.3
TRF025635,12,2,residential,medium,30.4
TRF043579,21,2,commercial,low,58.2
TRF048427,,1,commercial,medium,42.7
TRF051805,5,2,residential,low,53.2
TRF022367,22,4,,low,66.3
TRF001715,2,5,residential,low,50.2
TRF093510,1,1,,low,68.1
TRF066479,3,0,,low,56.7
TRF040575,7,1,industrial,high,28.0
TRF085169,15,1,residential,high,23.4
TRF001173,20,0,commercial,medium,41.4
TRF037917,20,1,commercial,medium,49.3
TRF089258,1,4,residential,low,64.4
TRF071439,10,0,commercial,medium,48.8
TRF018388,6,1,,medium,52.6
TRF005424,20,1,,low,69.5
TRF074534,21,0,industrial,low,51.7
TRF084694,22,2,,low,52.9
TRF034437,1,6,commercial,low,67.0
TRF012843,10,2,residential,medium,39.3
TRF030871,13,0,commercial,low,46.7
TRF014814,,4,industrial,,47.6
TRF029002,20,5,residential,high,24.6
TRF002751,19,3,commercial,low,57.2
TRF082892,19,1,residential,high,14.9
TRF007453,13,1,industrial,medium,43.1
TRF010746,13,1,,medium,32.3
TRF076317,6,4,,low,45.3
TRF060800,2,1,residential,medium,49.5
TRF036514,7,2,,high,29.7
TRF067316,3,0,residential,medium,54.2
TRF056062,7,1,commercial,,51.8
TRF006092,,1,,high,14.5
TRF003912,12,1,industrial,medium,41.9
TRF088402,12,2,industrial,high,16.7
TRF014053,3,2,industrial,low,63.5
TRF034957,12,1,industrial,medium,35.4
TRF095355,2,0,commercial,low,48.4
TRF024522,15,0,residential,medium,32.8
TRF090562,11,3,commercial,medium,35.3
TRF067556,23,3,commercial,low,78.1
TRF034798,21,3,commercial,low,50.7
TRF027699,22,3,,low,53.3
TRF092106,6,1,commercial,medium,33.3
TRF090081,19,,commercial,low,53.4
TRF077615,,4,,high,23.1
TRF087602,15,4,,medium,32.2
TRF088041,20,4,commercial,medium,46.7
TRF036985,22,6,residential,low,69.2
TRF004214,2,5,industrial,low,45.6
TRF034306,10,6,residential,low,77.1
TRF040314,2,3,commercial,low,76.9
TRF059138,16,1,industrial,,
TRF008910,8,4,industrial,medium,30.3
TRF025866,5,0,industrial,low,62.1
TRF078290,6,0,industrial,medium,49.8
TRF042704,4,3,industrial,low,79.0
TRF032534,13,5,,medium,36.8
TRF038138,3,5,,low,60.5
TRF040210,17,6,industrial,high,26.4
TRF031462,7,2,,high,28.1
TRF021174,1,3,commercial,low,55.5
TRF005072,1,3,commercial,low,48.1
TRF018946,7,2,industrial,medium,49.2
TRF088374,23,0,,low,47.0
TRF068332,3,0,residential,low,46.0
TRF061974,20,2,industrial,medium,29.5
TRF055050,15,4,,medium,26.7
TRF027251,23,3,,low,79.3
TRF002826,6,4,residential,medium,52.8
TRF022109,15,1,industrial,medium,
TRF016038,9,5,residential,high,16.6
TRF066093,20,3,commercial,high,24.4
TRF051910,22,0,commercial,medium,51.9
TRF093915,20,5,residential,high,22.7
TRF082530,3,2,industrial,,59.7
TRF027936,3,0,residential,low,46.8
TRF009596,20,3,commercial,low,
TRF045634,1,6,,medium,51.9
TRF036062,18,4,,high,26.6
TRF078536,,0,,high,22.2
TRF041834,0,4,industrial,low,75.3
TRF006866,19,2,industrial,high,27.3
TRF056357,4,1,,low,55.7
TRF009477,15,1,industrial,high,15.6
TRF082192,0,0,residential,low,60.8
TRF039658,20,5,industrial,medium,43.1
TRF081364,11,4,industrial,low,47.2
TRF078472,19,0,,medium,30.7
TRF064943,21,1,commercial,high,30.0
TRF009408,14,1,,medium,48.2
TRF076559,5,0,commercial,medium,39.0
TRF011442,13,6,industrial,medium,52.7
TRF042797,17,2,,high,
TRF026896,11,0,residential,medium,48.5
TRF009251,6,5,industrial,medium,27.3
TRF026030,3,3,residential,low,55.3
TRF018987,3,4,industrial,low,
TRF082455,16,5,commercial,medium,36.4
TRF055128,11,6,industrial,low,68.4
TRF024908,16,3,residential,low,75.4
TRF046906,18,5,commercial,high,18.6
TRF015446,18,3,industrial,low,46.4
TRF012017,13,2,industrial,medium,28.9
TRF027541,5,2,industrial,medium,48.2
TRF065989,20,4,residential,medium,51.2
TRF000807,22,0,,low,60.4
TRF027939,20,6,commercial,low,64.7
TRF063028,3,6,residential,low,
TRF024746,18,1,,high,11.6
TRF044155,17,1,residential,high,11.6
TRF069093,12,5,commercial,high,17.1
TRF052657,15,4,industrial,medium,34.7
TRF080518,16,0,residential,medium,51.3
TRF020810,1,1,residential,low,70.4
TRF059087,,5,industrial,medium,52.9
TRF095914,21,3,,medium,36.2
TRF017046,7,5,industrial,high,12.2
TRF060283,13,0,residential,medium,27.6
TRF055976,8,3,,,55.6
TRF023559,8,1,industrial,medium,34.4
TRF006177,14,5,commercial,medium,39.7
TRF035664,11,0,residential,medium,42.6
TRF077343,20,1,,medium,36.7
TRF036921,13,6,,medium,45.7
TRF015793,2,3,,low,54.8
TRF070524,11,5,industrial,medium,31.8
TRF088189,22,3,residential,low,
TRF018090,16,0,commercial,medium,50.2
TRF067485,11,4,commercial,medium,29.0
TRF071156,21,1,industrial,high,25.3
TRF087576,16,1,industrial,medium,48.0
TRF012711,15,,commercial,medium,33.9
TRF089242,2,4,commercial,low,72.9
TRF042235,8,5,industrial,medium,49.1
TRF086619,15,0,residential,medium,44.3
TRF074504,0,4,commercial,low,45.4
TRF045425,13,5,,high,21.5
TRF054825,10,1,commercial,high,13.3
TRF060997,6,5,,medium,54.4
TRF032817,7,2,,high,27.8
TRF014555,13,5,,low,62.2
TRF059223,19,5,industrial,high,29.0
TRF007815,20,5,residential,medium,51.7
TRF003823,4,4,industrial,low,72.5
TRF035242,17,,commercial,low,46.3
TRF008859,23,1,,low,61.2
TRF055578,5,3,industrial,medium,43.7
TRF095131,22,1,industrial,low,77.9
TRF089650,,0,commercial,medium,34.0
TRF000743,8,,residential,high,12.0
TRF035426,7,0,industrial,high,16.4
TRF018321,18,1,,high,28.4
TRF059486,8,1,industrial,high,15.7
TRF059474,16,1,residential,medium,33.7
TRF006908,18,5,industrial,high,19.9
TRF078222,2,6,commercial,low,63.4
TRF033561,5,1,residential,medium,27.2
TRF084403,2,3,industrial,low,68.4
TRF047716,15,0,residential,high,25.6
TRF061832,18,4,commercial,high,25.0
TRF052134,23,3,commercial,medium,54.2
TRF076540,11,3,industrial,medium,51.0
TRF086551,22,0,residential,medium,27.8
