road_id,road_type,num_lanes,num_signals,zone_type
RD06179,residential,1,,residential
RD06778,residential,2,8,commercial
RD06814,highway,4,3,
RD00168,urban,3,9,residential
RD06705,residential,3,13,industrial
RD14511,residential,2,10,residential
RD01490,urban,,6,residential
RD05075,residential,1,15,residential
RD18390,urban,3,4,commercial
RD09348,urban,4,9,commercial
RD12321,urban,3,4,residential
RD10187,urban,3,,commercial
RD16832,residential,3,12,commercial
RD15617,urban,2,9,residential
RD12439,urban,2,11,industrial
RD11884,urban,3,,industrial
RD00734,highway,5,1,industrial
RD06586,highway,5,3,commercial
RD06092,highway,3,0,
RD12374,residential,3,5,commercial
RD11250,urban,4,6,commercial
RD17939,urban,,5,commercial
RD03939,urban,3,11,commercial
RD00078,highway,,1,commercial
RD04759,urban,3,8,commercial
RD01906,residential,1,10,residential
RD21274,urban,2,10,commercial
RD09627,residential,1,,residential
RD17411,highway,6,2,commercial
RD14275,residential,2,12,residential
RD19347,highway,4,0,
RD21599,residential,1,8,residential
RD03388,residential,1,7,residential
RD18043,residential,3,14,residential
RD13618,urban,4,9,commercial
RD20535,highway,,2,industrial
RD15850,residential,3,10,residential
RD03631,urban,3,8,commercial
RD20906,residential,2,10,industrial
RD07492,residential,,10,residential
RD16261,residential,1,6,residential
RD03515,urban,3,7,residential
RD13426,highway,5,3,commercial
RD11426,highway,5,2,residential
RD14061,residential,1,7,residential
RD15028,urban,3,11,residential
RD08585,highway,4,0,industrial
RD08330,highway,3,1,industrial
RD07108,residential,1,12,industrial
RD11579,urban,2,,commercial
RD20974,residential,,8,commercial
RD18602,highway,6,3,residential
RD17087,highway,,0,commercial
RD19097,highway,3,2,industrial
RD00774,urban,3,10,
RD08754,residential,1,15,commercial
RD20356,urban,4,3,residential
RD15430,urban,2,10,industrial
RD13511,highway,6,2,industrial
RD14120,residential,1,8,industrial
RD09626,highway,6,,industrial
RD05032,residential,3,9,residential
RD15465,residential,3,12,residential
RD03082,highway,6,0,industrial
RD00683,residential,,9,industrial
RD08644,residential,1,12,commercial
RD00904,urban,3,3,industrial
RD04706,residential,,12,residential
RD08153,residential,3,14,residential
RD05012,urban,3,9,commercial
RD10434,urban,2,10,industrial
RD10912,urban,2,5,residential
RD21460,residential,,10,commercial
RD12299,highway,5,1,
RD21594,urban,4,,
RD01710,residential,2,,commercial
RD08049,residential,2,5,residential
RD00391,urban,3,3,residential
RD19972,residential,3,7,residential
RD18120,urban,2,8,industrial
RD07130,urban,,11,industrial
RD10422,residential,2,5,commercial
RD16366,residential,3,8,residential
RD10262,residential,1,12,residential
RD17616,residential,1,12,residential
RD16640,residential,1,11,industrial
RD10858,urban,4,11,industrial
RD02220,highway,,3,commercial
RD05249,urban,3,5,residential
RD04630,urban,3,11,commercial
RD08952,highway,,2,commercial
RD19141,highway,5,1,residential
RD08548,urban,3,9,commercial
RD08716,highway,6,1,
RD09423,highway,4,3,industrial
RD21992,highway,6,2,residential
RD08640,residential,3,15,residential
RD05252,urban,3,9,commercial
RD08518,highway,4,3,commercial
RD10750,highway,3,0,industrial
RD12396,residential,1,5,residential
RD14039,urban,4,5,residential
RD21836,highway,6,2,commercial
RD18237,residential,,15,residential
RD06624,highway,,0,residential
RD03086,residential,3,5,commercial
RD11872,residential,3,12,residential
RD03924,residential,1,14,commercial
RD19453,urban,3,4,residential
RD12538,urban,3,11,commercial
RD04035,highway,4,2,industrial
RD05544,highway,4,1,commercial
RD09085,urban,4,4,industrial
RD20385,highway,3,3,
RD07339,residential,2,8,industrial
RD17252,urban,,9,commercial
RD20258,residential,3,8,industrial
RD17221,residential,1,13,residential
RD10980,urban,3,11,commercial
RD10047,urban,2,7,residential
RD02544,residential,2,13,residential
RD09888,highway,4,1,residential
RD03165,highway,5,1,industrial
RD01764,urban,3,11,industrial
RD13373,residential,1,15,residential
RD02743,highway,5,2,commercial
RD08495,residential,1,14,residential
RD17463,residential,3,8,commercial
RD13959,urban,3,11,residential
RD05719,urban,2,8,commercial
RD13235,urban,2,8,residential
RD16627,urban,2,5,industrial
RD05107,highway,5,0,industrial
RD11869,residential,1,8,industrial
RD13035,urban,3,7,commercial
RD16933,residential,1,8,residential
RD20569,urban,3,10,industrial
RD02439,highway,6,3,industrial
RD08313,residential,3,8,commercial
RD14420,residential,3,5,residential
RD19276,urban,4,7,commercial
RD18872,residential,3,12,residential
RD12527,residential,2,7,industrial
RD09826,urban,4,6,commercial
RD02535,residential,3,12,industrial
RD14671,urban,4,10,residential
RD05657,residential,2,12,commercial
RD03578,highway,3,1,commercial
RD08769,highway,5,0,commercial
RD16555,residential,2,,residential
RD14158,highway,6,0,industrial
RD10429,urban,2,7,
RD03089,highway,5,1,residential
RD13430,residential,,13,commercial
RD19315,urban,3,9,commercial
RD06142,urban,4,5,commercial
RD09231,highway,3,1,industrial
RD17724,residential,,,residential
RD20142,residential,3,6,
RD16190,residential,3,9,industrial
RD17388,highway,6,1,commercial
RD00207,residential,2,6,commercial
RD08670,highway,,3,residential
RD19774,residential,1,15,residential
RD14160,urban,2,10,commercial
RD00970,residential,2,13,commercial
RD09128,residential,2,12,
RD11551,highway,3,2,industrial
RD21286,residential,3,6,residential
RD00335,highway,5,0,residential
RD04224,urban,2,10,residential
RD08584,urban,,9,industrial
RD10464,urban,3,3,residential
RD05566,highway,6,1,industrial
RD18473,residential,2,13,residential
RD05755,residential,,9,residential
RD21202,highway,4,3,industrial
RD03287,residential,1,6,commercial
RD20710,residential,1,7,residential
RD04269,residential,2,,
RD03024,residential,2,11,residential
RD12324,highway,3,3,commercial
RD08187,highway,6,2,industrial
RD13965,highway,5,1,commercial
RD07052,highway,5,0,commercial
RD02907,residential,1,,residential
RD20052,urban,4,4,industrial
RD01571,residential,2,,residential
RD14093,urban,4,11,commercial
RD14406,residential,2,11,commercial
RD02270,residential,3,11,industrial
RD13524,residential,1,12,commercial
RD06678,urban,3,7,industrial
RD04861,urban,3,7,industrial
RD09405,highway,4,1,commercial
RD18823,highway,4,0,commercial
RD01543,residential,,6,residential
RD05437,residential,2,,industrial
RD01958,residential,2,13,residential
RD13939,urban,4,7,residential
RD16505,residential,1,14,residential
RD02939,urban,,,industrial
RD09856,residential,3,11,commercial
RD04077,urban,,5,industrial
RD16748,urban,3,11,commercial
RD15544,urban,4,5,residential
RD15755,residential,2,14,commercial
RD08680,residential,2,5,residential
RD20975,residential,2,13,residential
RD10058,urban,2,11,residential
RD01961,urban,4,9,residential
RD09625,urban,2,,residential
RD17587,residential,3,14,residential
RD00868,highway,4,3,residential
RD20824,residential,2,9,industrial
RD00112,highway,6,2,residential
RD17958,highway,4,2,industrial
RD01817,highway,4,0,industrial
RD08842,residential,3,14,commercial
RD19393,residential,,14,
RD08323,residential,2,5,
RD18405,residential,1,8,residential
RD03811,highway,3,0,commercial
RD05416,residential,3,5,commercial
RD18966,urban,3,4,industrial
RD08822,residential,2,14,residential
RD05077,residential,2,13,residential
RD19222,urban,2,3,residential
RD21798,residential,1,15,commercial
RD20985,residential,2,7,commercial
RD07059,urban,2,7,commercial
RD08042,residential,,9,residential
RD19733,residential,3,6,residential
RD17632,residential,3,10,residential
RD09335,highway,3,0,commercial
RD13093,residential,2,13,residential
RD19449,residential,3,11,residential
RD21254,highway,6,3,industrial
RD20826,highway,3,0,industrial
RD02423,highway,6,2,
RD07810,residential,2,13,industrial
RD11473,residential,2,,residential
RD21835,highway,6,0,commercial
RD09159,residential,1,10,commercial
RD16228,residential,2,15,residential
RD11392,residential,2,5,residential
RD00363,residential,1,8,residential
RD02808,highway,6,1,commercial
RD01060,residential,1,12,residential
RD10948,urban,2,5,commercial
RD09684,urban,3,10,commercial
RD17549,urban,2,10,residential
RD10139,residential,1,13,industrial
RD12063,residential,2,8,residential
RD01002,residential,,6,
RD09409,residential,2,9,commercial
RD04410,urban,3,5,industrial
RD07624,residential,3,10,commercial
RD03670,urban,3,8,residential
RD09078,residential,2,11,residential
RD10568,highway,5,3,commercial
RD15873,urban,2,9,industrial
RD03733,residential,,14,residential
RD09898,urban,,,residential
RD17208,urban,3,7,industrial
RD05137,highway,4,2,industrial
RD08772,urban,3,7,commercial
RD20451,residential,3,13,industrial
RD12974,highway,,1,industrial
RD01584,residential,1,5,residential
RD12115,highway,5,2,industrial
RD16401,residential,2,14,residential
RD17852,residential,2,10,residential
RD16779,urban,3,9,residential
RD05271,highway,4,3,residential
RD02204,highway,,1,commercial
RD17544,residential,1,6,
RD08854,urban,,5,commercial
RD15352,highway,6,0,industrial
RD21638,urban,4,5,
RD19331,residential,1,15,residential
RD06066,residential,2,13,residential
RD20170,residential,2,8,commercial
RD16945,residential,3,10,residential
RD04285,urban,2,10,residential
RD13713,highway,6,3,industrial
RD09429,urban,4,7,residential
RD10277,highway,5,2,industrial
RD11113,urban,3,5,commercial
RD19628,urban,3,3,commercial
RD18396,urban,2,7,residential
RD09308,residential,3,15,residential
RD09032,urban,4,9,commercial
RD06792,highway,6,3,commercial
RD13157,urban,4,9,residential
RD07918,urban,4,6,residential
RD01617,urban,4,6,commercial
RD00341,urban,4,6,commercial
RD04863,highway,4,2,industrial
RD02382,residential,3,8,residential
RD03539,urban,2,10,industrial
RD10616,residential,3,14,commercial
RD15123,residential,1,11,residential
RD14810,residential,,11,commercial
RD12953,residential,1,8,commercial
RD13576,highway,4,3,residential
RD08102,residential,1,5,commercial
RD13728,residential,1,15,residential
RD12415,highway,4,1,industrial
RD02540,urban,3,4,residential
RD08979,residential,,10,commercial
RD18844,residential,1,14,residential
RD19175,urban,4,5,residential
RD05306,residential,2,8,residential
RD11041,urban,4,9,commercial
RD21805,residential,,11,residential
RD10051,urban,2,7,commercial
RD04816,residential,3,12,residential
RD19274,urban,4,4,commercial
RD06312,residential,1,10,residential
RD02180,residential,1,5,commercial
RD05797,urban,,7,
RD08730,residential,1,15,residential
RD05574,highway,5,0,industrial
RD01908,residential,1,10,commercial
RD13268,highway,6,1,residential
RD20631,residential,2,5,residential
RD09798,highway,6,2,industrial
RD12402,urban,4,8,industrial
RD18183,urban,,8,commercial
RD15502,urban,2,3,industrial
RD13838,urban,2,7,
RD16428,urban,4,10,industrial
RD02915,residential,1,13,commercial
RD19857,urban,3,11,residential
RD09174,urban,3,10,commercial
RD19778,highway,6,1,commercial
RD13313,highway,6,2,commercial
RD10963,residential,3,9,residential
RD08293,residential,2,15,commercial
RD12377,urban,2,4,commercial
RD09533,highway,6,2,commercial
RD03110,residential,2,12,commercial
RD00261,residential,,10,residential
RD13181,residential,1,5,commercial
RD20007,highway,5,2,industrial
RD02609,highway,4,2,
RD20168,residential,3,8,commercial
RD16187,urban,3,,industrial
RD05522,residential,2,11,industrial
RD15129,residential,1,8,
RD07954,urban,2,10,commercial
RD04337,residential,2,5,residential
RD10910,urban,2,3,industrial
RD06271,urban,4,9,commercial
RD12281,residential,1,11,residential
RD08147,urban,2,6,residential
RD10188,residential,2,5,residential
RD05127,urban,,10,industrial
RD06653,residential,3,10,residential
RD10477,urban,4,11,residential
RD12234,residential,2,,industrial
RD14466,residential,1,14,industrial
RD14265,highway,,,residential
RD05187,highway,4,3,industrial
RD11549,highway,6,0,industrial
RD08819,residential,,15,commercial
RD10100,residential,1,9,residential
RD13698,urban,3,4,residential
RD21808,urban,4,3,residential
RD01457,urban,3,7,residential
RD08190,highway,6,2,commercial
RD02819,residential,,7,residential
RD11217,urban,4,10,residential
RD19796,highway,5,1,
RD11397,urban,4,10,commercial
RD10622,residential,2,7,residential
RD21517,residential,2,12,residential
RD14607,urban,2,4,residential
RD03431,residential,,10,commercial
RD02632,highway,3,1,industrial
RD20464,highway,6,2,commercial
RD11692,residential,2,9,
RD14685,residential,1,7,residential
RD07308,residential,3,13,commercial
RD04533,residential,,14,commercial
RD16489,highway,6,3,commercial
RD05774,highway,5,3,commercial
RD13370,urban,,,commercial
RD14374,urban,4,5,commercial
RD07482,highway,4,0,commercial
RD00465,highway,6,2,industrial
RD19162,residential,2,13,residential
RD17696,highway,6,3,industrial
RD10331,residential,2,7,commercial
RD19909,urban,2,8,industrial
RD17637,highway,5,2,commercial
RD15379,highway,6,1,industrial
RD10292,residential,1,8,commercial
RD06533,urban,4,10,commercial
RD17853,highway,4,1,industrial
RD17804,residential,2,9,commercial
RD11973,urban,4,5,
RD14642,residential,2,,residential
RD17163,urban,3,8,residential
RD17776,urban,2,3,residential
RD11721,residential,3,9,commercial
RD17697,highway,3,3,commercial
RD00654,residential,2,9,commercial
RD14088,residential,3,15,industrial
RD16496,highway,,2,
RD08421,residential,2,12,residential
RD14436,residential,3,5,residential
RD11858,highway,,3,industrial
RD01556,urban,4,9,commercial
RD20532,urban,3,11,commercial
RD10530,urban,2,9,commercial
RD06465,urban,4,7,
RD01767,residential,,7,residential
RD09858,residential,2,12,commercial
RD00690,residential,2,10,residential
RD13580,residential,2,,residential
RD15087,highway,4,2,commercial
RD09939,highway,4,0,residential
RD15508,residential,1,11,residential
RD14934,residential,1,7,commercial
RD16836,urban,,10,commercial
RD07994,residential,1,7,commercial
RD01704,highway,4,2,commercial
RD18883,urban,4,5,commercial
RD20450,highway,4,1,industrial
RD19293,highway,5,0,commercial
RD03628,residential,2,8,industrial
RD08110,residential,1,6,residential
RD09598,residential,2,5,residential
RD07956,residential,1,13,residential
RD12002,urban,4,11,residential
RD17756,residential,1,8,residential
RD15579,residential,1,14,residential
RD12684,residential,3,9,industrial
RD06876,urban,2,4,commercial
RD05388,highway,3,3,commercial
RD08321,highway,4,3,residential
RD16782,highway,6,0,commercial
RD21052,highway,3,2,commercial
RD04520,residential,1,,residential
RD16319,urban,4,3,commercial
RD10454,highway,5,0,commercial
RD20029,highway,5,0,commercial
RD06909,residential,2,14,residential
RD07086,urban,3,4,commercial
RD08103,urban,4,4,
RD18715,residential,2,13,
RD05941,highway,3,1,commercial
RD21438,urban,2,4,residential
RD08567,residential,1,8,
RD19285,residential,3,15,residential
RD19056,urban,2,9,commercial
RD19647,residential,3,13,industrial
RD02760,residential,1,,commercial
RD21873,residential,3,5,
RD18781,urban,3,8,commercial
RD14178,urban,,4,
RD10272,urban,2,7,
RD01849,urban,4,4,commercial
RD04186,highway,5,2,commercial
RD06251,highway,5,2,industrial
RD00672,urban,3,5,commercial
RD04459,residential,2,6,residential
RD09311,highway,5,2,industrial
RD01154,urban,4,,commercial
RD19012,residential,2,5,commercial
RD07445,highway,4,3,commercial
RD11276,residential,1,14,residential
RD08868,highway,5,3,industrial
RD04896,residential,,,
RD20741,highway,3,1,residential
RD16811,urban,2,5,industrial
RD07719,highway,4,1,industrial
RD17496,urban,4,9,residential
RD08590,urban,2,6,commercial
RD12416,highway,6,3,industrial
RD18520,urban,,4,industrial
RD12573,highway,5,1,commercial
RD18344,residential,2,7,residential
RD00177,urban,3,7,
RD11215,urban,4,9,commercial
RD01737,residential,3,6,residential
RD20833,highway,4,2,commercial
RD12854,urban,4,8,commercial
RD09600,highway,,1,industrial
RD14268,residential,1,5,industrial
RD11255,residential,3,14,commercial
RD13004,urban,3,5,residential
RD20630,residential,,8,residential
RD10915,highway,3,0,industrial
RD01156,highway,3,0,
RD15461,residential,3,5,commercial
RD04073,highway,3,1,industrial
RD09690,urban,3,,residential
RD14317,urban,3,11,commercial
RD16965,urban,3,5,industrial
RD10586,urban,,11,
RD02613,residential,2,,residential
RD06411,highway,6,2,residential
RD17272,urban,2,10,commercial
RD02626,residential,2,8,residential
RD12793,highway,4,3,residential
RD12756,residential,1,5,industrial
RD09732,urban,4,5,industrial
RD21010,urban,3,3,commercial
RD03421,residential,,10,residential
RD14863,urban,2,,commercial
RD04118,highway,4,0,commercial
RD16260,highway,6,3,commercial
RD00534,urban,4,10,commercial
RD04916,residential,,6,industrial
RD02231,highway,4,3,industrial
RD14619,residential,1,14,
RD07668,residential,2,11,residential
RD07808,highway,3,3,industrial
RD14751,residential,2,7,residential
RD11673,residential,3,10,commercial
RD06387,urban,2,5,commercial
RD04858,residential,3,15,commercial
RD16180,highway,,0,commercial
RD04562,residential,3,7,residential
RD03313,residential,3,11,commercial
RD17608,residential,1,10,industrial
RD16487,highway,3,,residential
RD08861,urban,3,7,commercial
RD21474,residential,1,10,residential
RD03708,highway,,3,residential
RD10129,residential,1,14,residential
RD19421,urban,2,4,industrial
RD19242,residential,2,11,residential
RD15628,residential,3,15,residential
RD11081,highway,5,1,commercial
RD06136,urban,,3,industrial
RD13271,urban,3,9,residential
RD08698,residential,3,,commercial
RD03776,urban,,10,residential
RD12703,urban,3,6,commercial
RD05942,residential,,9,residential
RD08736,urban,2,6,commercial
RD00770,highway,6,0,industrial
RD13989,urban,3,3,residential
RD09223,highway,6,1,industrial
RD11351,urban,2,8,commercial
RD12265,urban,2,4,residential
RD11422,highway,4,1,commercial
RD12424,residential,1,14,commercial
RD12453,urban,3,8,residential
RD18175,urban,4,5,commercial
RD17392,residential,2,14,
RD18804,residential,3,5,residential
RD20714,highway,4,1,commercial
RD06514,highway,3,3,commercial
RD02992,residential,1,6,residential
RD08270,highway,4,0,industrial
RD14989,residential,1,7,residential
RD13085,highway,5,2,industrial
RD07147,urban,2,7,commercial
RD20575,residential,2,15,commercial
RD05031,urban,,8,commercial
RD14454,residential,,10,commercial
RD04845,urban,,3,commercial
RD13712,urban,,5,industrial
RD01821,residential,2,8,commercial
RD18597,urban,3,3,residential
RD13688,residential,1,15,commercial
RD01059,urban,2,7,
RD02069,residential,2,15,commercial
RD08902,urban,2,6,commercial
RD00455,residential,3,12,
RD12382,highway,4,1,residential
RD06989,residential,2,7,commercial
RD01114,urban,3,9,commercial
RD19027,urban,3,9,commercial
RD16656,residential,1,,residential
RD19166,urban,4,9,industrial
RD11611,urban,3,4,commercial
RD13017,residential,3,13,commercial
RD13007,urban,4,9,residential
RD10867,highway,3,0,commercial
RD07477,residential,2,13,residential
RD20689,highway,5,3,industrial
RD21752,residential,1,14,commercial
RD13551,residential,2,,industrial
RD11164,residential,2,10,commercial
RD21906,residential,3,6,commercial
RD14722,urban,4,6,commercial
RD08430,residential,1,15,residential
RD10740,urban,,3,residential
RD13196,highway,,0,commercial
RD17887,residential,2,12,residential
RD19499,residential,2,14,residential
RD08944,urban,4,10,commercial
RD19433,urban,,8,industrial
RD10180,highway,3,0,commercial
RD07426,urban,4,6,commercial
RD11326,residential,2,12,residential
RD07408,urban,4,3,industrial
RD20568,urban,3,6,commercial
RD17455,residential,1,15,residential
RD10301,residential,2,15,commercial
RD03077,highway,3,2,industrial
RD05635,urban,4,6,residential
RD11725,residential,1,11,residential
RD09374,highway,4,1,industrial
RD18316,residential,1,12,residential
RD05285,residential,3,9,residential
RD06501,residential,2,6,industrial
RD19442,residential,1,10,industrial
RD13260,highway,4,3,residential
RD20819,residential,2,11,residential
RD02343,highway,5,1,industrial
RD00235,residential,3,12,residential
RD11484,residential,2,7,residential
RD17729,highway,5,3,
RD11305,urban,2,,residential
RD14587,urban,,10,commercial
RD11091,residential,1,12,residential
RD14984,highway,3,1,industrial
RD02380,urban,3,9,commercial
RD00704,urban,2,8,commercial
RD20288,highway,4,3,commercial
RD06915,urban,2,10,commercial
RD20495,urban,2,6,residential
RD16009,residential,3,,residential
RD14533,residential,3,5,residential
RD11564,urban,3,7,residential
RD08469,highway,3,0,
RD09680,residential,1,11,residential
RD10951,residential,1,15,commercial
RD07572,urban,4,4,residential
RD11503,urban,3,10,residential
RD07120,urban,2,4,residential
RD11376,residential,1,14,residential
RD20355,urban,2,7,commercial
RD04107,urban,4,3,commercial
RD03707,residential,1,8,
RD04093,urban,,7,residential
RD01725,residential,3,12,residential
RD04626,residential,2,14,residential
RD18931,urban,4,4,commercial
RD01554,residential,3,6,industrial
RD21518,residential,1,10,residential
RD03696,highway,6,1,
RD15488,highway,,0,industrial
RD21759,urban,2,9,residential
RD08434,residential,1,14,residential
RD15788,highway,3,0,residential
RD02062,urban,,,residential
RD03216,urban,2,5,commercial
RD09360,residential,3,7,residential
RD08075,urban,,8,industrial
RD07829,highway,5,,commercial
RD01580,urban,4,11,commercial
RD13102,residential,3,11,residential
RD17890,residential,1,7,
RD21465,urban,2,11,commercial
RD08848,highway,4,2,industrial
RD17639,residential,,10,residential
RD05291,residential,3,13,residential
RD02101,highway,6,0,industrial
RD15381,highway,5,3,
RD07693,residential,1,6,residential
RD00012,highway,4,2,industrial
RD14453,urban,,6,commercial
RD11760,residential,2,11,residential
RD02203,residential,2,,industrial
RD07216,residential,3,6,residential
RD08794,residential,3,5,residential
RD14714,residential,2,10,commercial
RD01141,residential,3,9,commercial
RD07794,highway,4,3,commercial
RD15897,residential,3,9,commercial
RD01087,urban,2,,commercial
RD14951,highway,,3,commercial
RD11285,residential,3,6,commercial
RD03649,residential,1,7,commercial
RD05713,residential,2,12,
RD13678,urban,3,4,commercial
RD01641,highway,,0,residential
RD15726,residential,1,8,residential
RD02782,residential,2,15,
RD06178,urban,4,8,industrial
RD08839,urban,,5,commercial
RD17372,urban,4,11,commercial
RD06680,urban,2,8,commercial
RD02365,urban,,4,residential
RD00561,residential,3,13,residential
RD11479,residential,3,10,industrial
RD11096,highway,6,0,commercial
RD05433,highway,6,1,industrial
RD00467,residential,3,6,residential
RD05261,urban,4,7,residential
RD13392,highway,6,1,commercial
RD04345,urban,,11,commercial
RD16454,residential,1,6,residential
RD01263,urban,2,11,commercial
RD06614,highway,4,0,
RD15666,residential,2,8,residential
RD13414,highway,5,2,
RD15492,urban,,7,residential
RD13784,urban,4,7,commercial
RD02661,residential,,6,
RD14403,residential,1,5,residential
RD05982,residential,2,8,residential
RD11225,residential,,7,
RD13868,residential,3,5,commercial
RD16236,urban,4,6,commercial
RD08497,urban,4,6,residential
RD02862,residential,2,8,
RD18216,urban,3,6,
RD06869,residential,,8,commercial
RD02581,highway,5,2,
RD06798,highway,3,3,industrial
RD14612,highway,4,1,residential
RD14939,urban,2,8,residential
RD15217,urban,4,7,residential
RD10830,urban,2,4,commercial
RD01286,highway,6,3,commercial
RD09769,residential,1,12,industrial
RD01003,urban,2,8,commercial
RD00639,highway,5,1,industrial
RD07698,urban,4,11,industrial
RD19760,residential,1,6,
RD19817,urban,,3,commercial
RD18442,highway,5,0,residential
RD17306,residential,2,13,industrial
RD12709,urban,3,9,residential
RD02906,urban,2,11,industrial
RD11494,residential,1,6,commercial
RD02306,residential,1,13,
RD19376,residential,3,9,commercial
RD05297,highway,4,2,industrial
RD21027,urban,4,10,residential
RD12021,highway,6,0,industrial
RD00260,highway,5,0,industrial
RD07723,residential,3,13,commercial
RD06385,urban,2,8,commercial
RD14789,urban,,10,commercial
RD21305,highway,3,3,commercial
RD16867,urban,3,6,commercial
RD04927,residential,3,6,residential
RD12748,urban,3,6,commercial
RD07114,residential,2,13,industrial
RD01070,residential,,11,residential
RD21068,urban,2,3,commercial
RD05905,residential,1,9,commercial
RD20400,urban,3,8,
RD01640,residential,3,9,
RD06559,highway,4,1,industrial
RD06882,residential,2,9,industrial
RD00119,highway,6,3,industrial
RD13431,urban,3,,commercial
RD07487,highway,6,0,commercial
RD01835,urban,4,7,commercial
RD08336,residential,2,14,
RD04183,residential,2,11,residential
RD07832,highway,5,2,industrial
RD19853,highway,5,,
RD18747,residential,,8,residential
RD01488,urban,4,7,
RD18986,urban,3,6,commercial
RD12529,urban,2,11,residential
RD06802,residential,3,14,commercial
RD05872,residential,2,15,commercial
RD09910,residential,3,15,residential
RD16274,residential,2,12,residential
RD03435,urban,3,9,commercial
RD02669,residential,1,9,residential
RD01994,urban,2,,commercial
RD21738,residential,2,10,
RD09475,highway,6,1,
RD19819,residential,3,13,industrial
RD02869,urban,3,6,commercial
RD12147,urban,4,8,commercial
RD02043,residential,1,7,residential
RD06235,residential,,,residential
RD03370,highway,4,3,residential
RD17899,residential,3,13,residential
RD13794,residential,3,8,residential
RD17673,residential,2,15,residential
RD12918,residential,2,12,residential
RD00255,residential,3,5,residential
RD11403,highway,6,0,commercial
RD07274,urban,4,10,residential
RD00417,urban,4,4,residential
RD02018,residential,,11,residential
RD17647,residential,1,8,commercial
RD16007,residential,2,5,commercial
RD16409,highway,4,0,commercial
RD05822,residential,2,11,industrial
RD17359,highway,4,2,commercial
RD03818,urban,2,8,commercial
RD18153,urban,4,9,commercial
RD06952,residential,,6,industrial
RD02676,highway,,1,commercial
RD12463,highway,4,2,industrial
RD03305,highway,6,1,commercial
RD21370,residential,2,13,industrial
RD00172,residential,1,,
RD21840,urban,2,5,residential
RD11421,urban,2,5,commercial
RD05366,highway,4,2,residential
RD15325,highway,6,2,residential
RD20010,residential,,10,residential
RD08849,urban,2,11,residential
RD18194,residential,2,14,residential
RD01339,highway,5,1,
RD09862,urban,3,5,residential
RD08740,urban,4,5,residential
RD00430,residential,2,8,commercial
RD13822,urban,,5,residential
RD02976,urban,4,8,residential
RD21542,residential,2,13,industrial
RD18692,urban,3,11,industrial
RD02430,highway,3,2,commercial
RD02501,urban,4,9,residential
RD09452,highway,6,2,commercial
RD16403,highway,3,3,commercial
RD13354,highway,6,2,industrial
RD14362,urban,2,3,commercial
RD10902,highway,5,2,industrial
RD10709,residential,1,13,
RD07500,urban,3,7,commercial
RD13133,urban,3,6,commercial
RD16622,urban,2,9,commercial
RD11887,residential,3,5,industrial
RD09575,urban,2,11,commercial
RD15139,residential,3,14,residential
RD04242,residential,,8,residential
RD15756,residential,,12,residential
RD15928,residential,1,11,residential
RD16186,highway,5,1,residential
RD20129,highway,3,2,
RD00140,highway,6,0,industrial
RD06389,highway,5,1,
RD14095,urban,3,,residential
RD00105,residential,,9,residential
RD04814,residential,3,8,
RD18818,highway,3,0,industrial
RD13730,highway,4,2,industrial
RD07085,urban,2,5,industrial
RD16197,residential,1,6,residential
RD18741,highway,3,3,residential
RD21929,highway,4,1,industrial
RD13877,residential,1,13,commercial
RD21643,highway,5,1,commercial
RD02977,highway,5,2,commercial
RD11538,urban,3,6,industrial
RD05414,urban,3,5,residential
RD14008,residential,3,,
RD02494,urban,3,6,residential
RD17701,urban,3,5,residential
RD18968,highway,3,1,residential
RD13998,highway,4,,residential
RD11206,highway,3,0,residential
RD20248,urban,3,6,commercial
RD03128,residential,1,12,residential
RD21322,urban,2,10,commercial
RD13761,highway,3,2,residential
RD15390,residential,2,15,residential
RD14769,residential,3,7,residential
RD01438,highway,3,1,industrial
RD16660,residential,3,9,residential
RD15403,residential,2,8,residential
RD08713,highway,4,3,residential
RD19506,residential,2,15,residential
RD01510,highway,6,3,residential
RD09262,residential,,10,residential
RD19979,urban,3,6,residential
RD18653,highway,4,0,industrial
RD09418,residential,1,10,commercial
RD13053,residential,,5,residential
RD08062,urban,4,3,
RD16613,highway,,2,industrial
RD19465,highway,4,,commercial
RD00001,urban,4,4,industrial
RD19614,urban,2,3,commercial
RD08393,highway,3,0,industrial
RD21893,urban,4,5,residential
RD08658,urban,4,3,industrial
RD14657,residential,3,7,residential
RD07969,urban,4,3,commercial
RD06494,residential,2,6,commercial
RD07002,highway,3,0,industrial
RD18167,highway,,3,
RD13850,highway,3,0,industrial
RD01953,highway,3,3,commercial
RD02299,highway,6,1,residential
RD11310,urban,3,10,commercial
RD12097,residential,3,6,industrial
RD17620,highway,5,3,industrial
RD04244,highway,3,2,commercial
RD11103,urban,4,4,residential
RD03261,residential,3,9,commercial
RD05457,residential,3,,commercial
RD16689,urban,3,6,commercial
RD07550,residential,3,10,residential
RD20333,highway,3,3,industrial
RD14181,urban,,4,residential
RD05264,residential,3,12,residential
RD03017,urban,3,6,commercial
RD21053,residential,3,12,commercial
RD05919,residential,2,6,residential
RD05144,urban,2,,commercial
RD01115,residential,1,11,residential
RD16337,highway,5,1,residential
RD17916,highway,,2,residential
RD11298,residential,1,13,residential
RD04775,highway,5,2,industrial
RD13651,residential,1,9,residential
RD09426,residential,3,15,commercial
RD19906,highway,,1,residential
